safety_id,vi,en,intent,severity,fixed_translation_candidate,synthetic,review_status,source_url
SAFE2_0110,"Mọi người, Có rò khí!",There is a gas leak!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0111,Đóng van ngay!,Close the valve immediately!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0112,"Này, Đóng van ngay!",Close the valve immediately!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0113,"Ê, Đóng van ngay!",Close the valve immediately!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0114,"Mọi người, Đóng van ngay!",Close the valve immediately!,GIVE_INSTRUCTION,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0115,Dừng hàn!,Stop welding!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0116,"Này, Dừng hàn!",Stop welding!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0117,"Ê, Dừng hàn!",Stop welding!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0118,"Mọi người, Dừng hàn!",Stop welding!,STOP_WORK,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0119,Coi chừng phía trên!,Watch overhead!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0120,"Này, Coi chừng phía trên!",Watch overhead!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0121,"Ê, Coi chừng phía trên!",Watch overhead!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0122,"Mọi người, Coi chừng phía trên!",Watch overhead!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0123,Coi chừng xe đang lùi!,Watch out for the reversing vehicle!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0124,"Này, Coi chừng xe đang lùi!",Watch out for the reversing vehicle!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0125,"Ê, Coi chừng xe đang lùi!",Watch out for the reversing vehicle!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0126,"Mọi người, Coi chừng xe đang lùi!",Watch out for the reversing vehicle!,WARN_DANGER,critical,True,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388 | https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0127,Dừng lại và kiểm tra nút dừng khẩn cấp!,Stop and check the emergency stop button!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0128,Dừng lại và kiểm tra lối thoát hiểm!,Stop and check the emergency exit!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0129,Dừng lại và kiểm tra bình chữa cháy!,Stop and check the fire extinguisher!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0130,Dừng lại và kiểm tra vùng nguy hiểm!,Stop and check the hazard zone!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0131,Dừng lại và kiểm tra khóa cô lập năng lượng!,Stop and check the lockout device!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0132,Dừng lại và kiểm tra thẻ cảnh báo LOTO!,Stop and check the tagout tag!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0133,Dừng lại và kiểm tra sơ cứu!,Stop and check the first aid!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0134,Dừng lại và kiểm tra cáng cứu thương!,Stop and check the stretcher!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0135,Dừng lại và kiểm tra dây đai toàn thân!,Stop and check the full-body harness!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0136,Dừng lại và kiểm tra dây cứu sinh!,Stop and check the lifeline!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0137,Dừng lại và kiểm tra móc an toàn!,Stop and check the snap hook!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0138,Dừng lại và kiểm tra điểm neo!,Stop and check the anchorage point!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0139,Dừng lại và kiểm tra lan can bảo vệ!,Stop and check the guardrail!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0140,Dừng lại và kiểm tra lưới an toàn!,Stop and check the safety net!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0141,Dừng lại và kiểm tra giàn giáo!,Stop and check the scaffold!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0142,Dừng lại và kiểm tra sàn công tác!,Stop and check the work platform!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0143,Dừng lại và kiểm tra lỗ mở sàn!,Stop and check the floor opening!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0144,Dừng lại và kiểm tra mép sàn hở!,Stop and check the unprotected edge!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0145,Dừng lại và kiểm tra mặt bằng làm việc trên cao!,Stop and check the elevated work area!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0146,Dừng lại và kiểm tra ván sàn giàn giáo!,Stop and check the scaffold plank!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0147,Dừng lại và kiểm tra điểm buộc giàn giáo!,Stop and check the scaffold tie!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/scaffolding/construction
SAFE2_0148,Dừng lại và kiểm tra hố đào!,Stop and check the excavation!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0149,Dừng lại và kiểm tra rãnh đào!,Stop and check the trench!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0150,Dừng lại và kiểm tra mép hố đào!,Stop and check the excavation edge!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/trenching/
SAFE2_0151,Dừng lại và kiểm tra thành hố đào!,Stop and check the excavation face!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0152,Dừng lại và kiểm tra chống vách!,Stop and check the shoring!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0153,Dừng lại và kiểm tra hộp chống sập!,Stop and check the trench shield!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0154,Dừng lại và kiểm tra sạt lở!,Stop and check the cave-in!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0155,Dừng lại và kiểm tra khí quyển nguy hiểm!,Stop and check the hazardous atmosphere!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0156,Dừng lại và kiểm tra đường điện ngầm!,Stop and check the underground power line!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/trenching/
SAFE2_0157,Dừng lại và kiểm tra đường ống ngầm!,Stop and check the underground utility line!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/trenching/
SAFE2_0158,Dừng lại và kiểm tra cốp pha!,Stop and check the formwork!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.700
SAFE2_0159,Dừng lại và kiểm tra cây chống!,Stop and check the shore!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0160,Dừng lại và kiểm tra chống lại!,Stop and check the reshore!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0161,Dừng lại và kiểm tra cần cẩu!,Stop and check the crane!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0162,Dừng lại và kiểm tra cần chính!,Stop and check the boom!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0163,Dừng lại và kiểm tra móc cẩu!,Stop and check the lifting hook!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0164,Dừng lại và kiểm tra dây cẩu!,Stop and check the lifting sling!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0165,Dừng lại và kiểm tra cáp thép!,Stop and check the wire rope!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0166,Dừng lại và kiểm tra ma ní!,Stop and check the shackle!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0167,Dừng lại và kiểm tra chân chống cẩu!,Stop and check the outrigger!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0168,Dừng lại và kiểm tra tải treo!,Stop and check the suspended load!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0169,Dừng lại và kiểm tra bán kính quay!,Stop and check the swing radius!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0170,Dừng lại và kiểm tra người báo hiệu!,Stop and check the signal person!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0171,Dừng lại và kiểm tra người móc cẩu!,Stop and check the rigger!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0172,Dừng lại và kiểm tra tải trọng làm việc an toàn!,Stop and check the safe working load!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0173,Dừng lại và kiểm tra tải trọng định mức!,Stop and check the rated load!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0174,Dừng lại và kiểm tra điểm nâng!,Stop and check the lifting point!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0175,Dừng lại và kiểm tra xe nâng!,Stop and check the forklift!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0176,Dừng lại và kiểm tra còi lùi!,Stop and check the reverse alarm!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0177,Dừng lại và kiểm tra điểm mù!,Stop and check the blind spot!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0178,Dừng lại và kiểm tra khu vực quay máy!,Stop and check the equipment swing area!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/training/outreach/construction/focus-four
SAFE2_0179,Dừng lại và kiểm tra cầu dao tự động!,Stop and check the circuit breaker!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0180,Dừng lại và kiểm tra tủ điện!,Stop and check the electrical panel!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0181,Dừng lại và kiểm tra dây dẫn điện!,Stop and check the electrical conductor!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0182,Dừng lại và kiểm tra dây pha!,Stop and check the live conductor!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0183,Dừng lại và kiểm tra dây tiếp địa!,Stop and check the grounding conductor!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0184,Dừng lại và kiểm tra nối đất!,Stop and check the grounding!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0185,Dừng lại và kiểm tra ngắn mạch!,Stop and check the short circuit!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0186,Dừng lại và kiểm tra chạm đất!,Stop and check the ground fault!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0187,Dừng lại và kiểm tra quá tải!,Stop and check the overload!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0188,Dừng lại và kiểm tra điện áp!,Stop and check the voltage!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0189,Dừng lại và kiểm tra máy biến áp!,Stop and check the transformer!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/etools/construction/glossary
SAFE2_0190,Dừng lại và kiểm tra cáp điện!,Stop and check the power cable!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0191,Dừng lại và kiểm tra ống thủy lực!,Stop and check the hydraulic hose!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://vbpl.vn/TW/Pages/vbpq-toanvan.aspx?ItemID=152388
SAFE2_0192,Dừng lại và kiểm tra mặt nạ hàn!,Stop and check the welding helmet!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.350
SAFE2_0193,Dừng lại và kiểm tra bình khí!,Stop and check the gas cylinder!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.350
SAFE2_0194,Dừng lại và kiểm tra bình oxy!,Stop and check the oxygen cylinder!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.350
SAFE2_0195,Dừng lại và kiểm tra van điều áp!,Stop and check the gas regulator!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.350
SAFE2_0196,Dừng lại và kiểm tra cắt oxy-gas!,Stop and check the oxy-fuel cutting!,STOP_WORK,critical,False,True,needs_safety_officer_review,https://www.osha.gov/laws-regs/regulations/standardnumber/1926/1926.350
