utterance_id,pair_id,split,tier,frame_pattern_id,domain,intent,vi,en,variant_type,canonical_id,risk_level,semantic_slots,synthetic,field_observed,quality_score,review_status,use_for_training
OV2_000203,P000203,train,core,CORE_C_excavation_00,excavation,REPORT_PROBLEM,Có vấn đề với thang xuống hố.,There is a problem with the access ladder.,core_standard,C0051,high,"{""concept"": ""C0051""}",True,False,0.95,needs_domain_expert_review,True
OV2_000204,P000204,train,core,CORE_D_excavation_00,excavation,REQUEST_INSPECTION,Kiểm tra lại thang xuống hố sau khi xử lý.,Recheck the access ladder after corrective action.,core_standard,C0051,high,"{""concept"": ""C0051""}",True,False,0.95,needs_domain_expert_review,True
OV2_000205,P000205,test,core,CORE_A_excavation_01,excavation,REQUEST_INSPECTION,Kiểm tra lối ra vào hố trước khi tiếp tục.,Check the safe access and egress before continuing.,core_standard,C0052,high,"{""concept"": ""C0052""}",True,False,0.95,needs_domain_expert_review,False
OV2_000206,P000206,train,core,CORE_B_excavation_01,excavation,ASK_STATUS,Lối ra vào hố đã được kiểm tra chưa?,Has the safe access and egress been checked?,core_standard,C0052,high,"{""concept"": ""C0052""}",True,False,0.95,needs_domain_expert_review,True
OV2_000207,P000207,train,core,CORE_C_excavation_01,excavation,REPORT_PROBLEM,Có vấn đề với lối ra vào hố.,There is a problem with the safe access and egress.,core_standard,C0052,high,"{""concept"": ""C0052""}",True,False,0.95,needs_domain_expert_review,True
OV2_000208,P000208,train,core,CORE_D_excavation_01,excavation,REQUEST_INSPECTION,Kiểm tra lại lối ra vào hố sau khi xử lý.,Recheck the safe access and egress after corrective action.,core_standard,C0052,high,"{""concept"": ""C0052""}",True,False,0.95,needs_domain_expert_review,True
OV2_000209,P000209,train,core,CORE_A_excavation_02,excavation,REQUEST_INSPECTION,Kiểm tra máy bơm thoát nước trước khi tiếp tục.,Check the dewatering pump before continuing.,core_standard,C0053,medium,"{""concept"": ""C0053""}",True,False,0.95,needs_domain_expert_review,True
OV2_000210,P000210,train,core,CORE_B_excavation_02,excavation,ASK_STATUS,Máy bơm thoát nước đã được kiểm tra chưa?,Has the dewatering pump been checked?,core_standard,C0053,medium,"{""concept"": ""C0053""}",True,False,0.95,needs_domain_expert_review,True
OV2_000211,P000211,train,core,CORE_C_excavation_02,excavation,REPORT_PROBLEM,Có vấn đề với máy bơm thoát nước.,There is a problem with the dewatering pump.,core_standard,C0053,medium,"{""concept"": ""C0053""}",True,False,0.95,needs_domain_expert_review,True
OV2_000212,P000212,train,core,CORE_D_excavation_02,excavation,REQUEST_INSPECTION,Kiểm tra lại máy bơm thoát nước sau khi xử lý.,Recheck the dewatering pump after corrective action.,core_standard,C0053,medium,"{""concept"": ""C0053""}",True,False,0.95,needs_domain_expert_review,True
OV2_000213,P000213,train,core,CORE_A_excavation_03,excavation,REQUEST_INSPECTION,Kiểm tra cọc chống trước khi tiếp tục.,Check the shoring post before continuing.,core_standard,C0054,high,"{""concept"": ""C0054""}",True,False,0.95,needs_domain_expert_review,True
OV2_000214,P000214,train,core,CORE_B_excavation_03,excavation,ASK_STATUS,Cọc chống đã được kiểm tra chưa?,Has the shoring post been checked?,core_standard,C0054,high,"{""concept"": ""C0054""}",True,False,0.95,needs_domain_expert_review,True
OV2_000215,P000215,train,core,CORE_C_excavation_03,excavation,REPORT_PROBLEM,Có vấn đề với cọc chống.,There is a problem with the shoring post.,core_standard,C0054,high,"{""concept"": ""C0054""}",True,False,0.95,needs_domain_expert_review,True
OV2_000216,P000216,train,core,CORE_D_excavation_03,excavation,REQUEST_INSPECTION,Kiểm tra lại cọc chống sau khi xử lý.,Recheck the shoring post after corrective action.,core_standard,C0054,high,"{""concept"": ""C0054""}",True,False,0.95,needs_domain_expert_review,True
OV2_000217,P000217,test,core,CORE_A_concrete_rebar_formwork_04,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra bê tông trước khi tiếp tục.,Check the concrete before continuing.,core_standard,C0055,medium,"{""concept"": ""C0055""}",True,False,0.95,needs_domain_expert_review,False
OV2_000218,P000218,train,core,CORE_B_concrete_rebar_formwork_04,concrete_rebar_formwork,ASK_STATUS,Bê tông đã được kiểm tra chưa?,Has the concrete been checked?,core_standard,C0055,medium,"{""concept"": ""C0055""}",True,False,0.95,needs_domain_expert_review,True
OV2_000219,P000219,train,core,CORE_C_concrete_rebar_formwork_04,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với bê tông.,There is a problem with the concrete.,core_standard,C0055,medium,"{""concept"": ""C0055""}",True,False,0.95,needs_domain_expert_review,True
OV2_000220,P000220,train,core,CORE_D_concrete_rebar_formwork_04,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại bê tông sau khi xử lý.,Recheck the concrete after corrective action.,core_standard,C0055,medium,"{""concept"": ""C0055""}",True,False,0.95,needs_domain_expert_review,True
OV2_000221,P000221,train,core,CORE_A_concrete_rebar_formwork_05,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra bê tông tươi trước khi tiếp tục.,Check the fresh concrete before continuing.,core_standard,C0056,medium,"{""concept"": ""C0056""}",True,False,0.95,needs_domain_expert_review,True
OV2_000222,P000222,train,core,CORE_B_concrete_rebar_formwork_05,concrete_rebar_formwork,ASK_STATUS,Bê tông tươi đã được kiểm tra chưa?,Has the fresh concrete been checked?,core_standard,C0056,medium,"{""concept"": ""C0056""}",True,False,0.95,needs_domain_expert_review,True
OV2_000223,P000223,train,core,CORE_C_concrete_rebar_formwork_05,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với bê tông tươi.,There is a problem with the fresh concrete.,core_standard,C0056,medium,"{""concept"": ""C0056""}",True,False,0.95,needs_domain_expert_review,True
OV2_000224,P000224,train,core,CORE_D_concrete_rebar_formwork_05,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại bê tông tươi sau khi xử lý.,Recheck the fresh concrete after corrective action.,core_standard,C0056,medium,"{""concept"": ""C0056""}",True,False,0.95,needs_domain_expert_review,True
OV2_000225,P000225,train,core,CORE_A_concrete_rebar_formwork_06,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra cốt thép trước khi tiếp tục.,Check the reinforcing steel before continuing.,core_standard,C0057,high,"{""concept"": ""C0057""}",True,False,0.95,needs_domain_expert_review,True
OV2_000226,P000226,train,core,CORE_B_concrete_rebar_formwork_06,concrete_rebar_formwork,ASK_STATUS,Cốt thép đã được kiểm tra chưa?,Has the reinforcing steel been checked?,core_standard,C0057,high,"{""concept"": ""C0057""}",True,False,0.95,needs_domain_expert_review,True
OV2_000227,P000227,train,core,CORE_C_concrete_rebar_formwork_06,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với cốt thép.,There is a problem with the reinforcing steel.,core_standard,C0057,high,"{""concept"": ""C0057""}",True,False,0.95,needs_domain_expert_review,True
OV2_000228,P000228,dev,core,CORE_D_concrete_rebar_formwork_06,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại cốt thép sau khi xử lý.,Recheck the reinforcing steel after corrective action.,core_standard,C0057,high,"{""concept"": ""C0057""}",True,False,0.95,needs_domain_expert_review,False
OV2_000229,P000229,train,core,CORE_A_concrete_rebar_formwork_07,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra thanh cốt thép trước khi tiếp tục.,Check the rebar before continuing.,core_standard,C0058,high,"{""concept"": ""C0058""}",True,False,0.95,needs_domain_expert_review,True
OV2_000230,P000230,train,core,CORE_B_concrete_rebar_formwork_07,concrete_rebar_formwork,ASK_STATUS,Thanh cốt thép đã được kiểm tra chưa?,Has the rebar been checked?,core_standard,C0058,high,"{""concept"": ""C0058""}",True,False,0.95,needs_domain_expert_review,True
OV2_000231,P000231,train,core,CORE_C_concrete_rebar_formwork_07,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với thanh cốt thép.,There is a problem with the rebar.,core_standard,C0058,high,"{""concept"": ""C0058""}",True,False,0.95,needs_domain_expert_review,True
OV2_000232,P000232,test,core,CORE_D_concrete_rebar_formwork_07,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại thanh cốt thép sau khi xử lý.,Recheck the rebar after corrective action.,core_standard,C0058,high,"{""concept"": ""C0058""}",True,False,0.95,needs_domain_expert_review,False
OV2_000233,P000233,train,core,CORE_A_concrete_rebar_formwork_08,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra cốp pha trước khi tiếp tục.,Check the formwork before continuing.,core_standard,C0059,critical,"{""concept"": ""C0059""}",True,False,0.95,needs_domain_expert_review,True
OV2_000234,P000234,train,core,CORE_B_concrete_rebar_formwork_08,concrete_rebar_formwork,ASK_STATUS,Cốp pha đã được kiểm tra chưa?,Has the formwork been checked?,core_standard,C0059,critical,"{""concept"": ""C0059""}",True,False,0.95,needs_domain_expert_review,True
OV2_000235,P000235,train,core,CORE_C_concrete_rebar_formwork_08,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với cốp pha.,There is a problem with the formwork.,core_standard,C0059,critical,"{""concept"": ""C0059""}",True,False,0.95,needs_domain_expert_review,True
OV2_000236,P000236,train,core,CORE_D_concrete_rebar_formwork_08,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại cốp pha sau khi xử lý.,Recheck the formwork after corrective action.,core_standard,C0059,critical,"{""concept"": ""C0059""}",True,False,0.95,needs_domain_expert_review,True
OV2_000237,P000237,dev,core,CORE_A_concrete_rebar_formwork_09,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra cây chống trước khi tiếp tục.,Check the shore before continuing.,core_standard,C0060,critical,"{""concept"": ""C0060""}",True,False,0.95,needs_domain_expert_review,False
OV2_000238,P000238,train,core,CORE_B_concrete_rebar_formwork_09,concrete_rebar_formwork,ASK_STATUS,Cây chống đã được kiểm tra chưa?,Has the shore been checked?,core_standard,C0060,critical,"{""concept"": ""C0060""}",True,False,0.95,needs_domain_expert_review,True
OV2_000239,P000239,train,core,CORE_C_concrete_rebar_formwork_09,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với cây chống.,There is a problem with the shore.,core_standard,C0060,critical,"{""concept"": ""C0060""}",True,False,0.95,needs_domain_expert_review,True
OV2_000240,P000240,train,core,CORE_D_concrete_rebar_formwork_09,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại cây chống sau khi xử lý.,Recheck the shore after corrective action.,core_standard,C0060,critical,"{""concept"": ""C0060""}",True,False,0.95,needs_domain_expert_review,True
OV2_000241,P000241,train,core,CORE_A_concrete_rebar_formwork_10,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra chống lại trước khi tiếp tục.,Check the reshore before continuing.,core_standard,C0061,critical,"{""concept"": ""C0061""}",True,False,0.95,needs_domain_expert_review,True
OV2_000242,P000242,train,core,CORE_B_concrete_rebar_formwork_10,concrete_rebar_formwork,ASK_STATUS,Chống lại đã được kiểm tra chưa?,Has the reshore been checked?,core_standard,C0061,critical,"{""concept"": ""C0061""}",True,False,0.95,needs_domain_expert_review,True
OV2_000243,P000243,train,core,CORE_C_concrete_rebar_formwork_10,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với chống lại.,There is a problem with the reshore.,core_standard,C0061,critical,"{""concept"": ""C0061""}",True,False,0.95,needs_domain_expert_review,True
OV2_000244,P000244,dev,core,CORE_D_concrete_rebar_formwork_10,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại chống lại sau khi xử lý.,Recheck the reshore after corrective action.,core_standard,C0061,critical,"{""concept"": ""C0061""}",True,False,0.95,needs_domain_expert_review,False
OV2_000245,P000245,test,core,CORE_A_concrete_rebar_formwork_11,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra dầm trước khi tiếp tục.,Check the beam before continuing.,core_standard,C0062,medium,"{""concept"": ""C0062""}",True,False,0.95,needs_domain_expert_review,False
OV2_000246,P000246,test,core,CORE_B_concrete_rebar_formwork_11,concrete_rebar_formwork,ASK_STATUS,Dầm đã được kiểm tra chưa?,Has the beam been checked?,core_standard,C0062,medium,"{""concept"": ""C0062""}",True,False,0.95,needs_domain_expert_review,False
OV2_000247,P000247,dev,core,CORE_C_concrete_rebar_formwork_11,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với dầm.,There is a problem with the beam.,core_standard,C0062,medium,"{""concept"": ""C0062""}",True,False,0.95,needs_domain_expert_review,False
OV2_000248,P000248,test,core,CORE_D_concrete_rebar_formwork_11,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại dầm sau khi xử lý.,Recheck the beam after corrective action.,core_standard,C0062,medium,"{""concept"": ""C0062""}",True,False,0.95,needs_domain_expert_review,False
OV2_000249,P000249,train,core,CORE_A_concrete_rebar_formwork_12,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra cột trước khi tiếp tục.,Check the column before continuing.,core_standard,C0063,medium,"{""concept"": ""C0063""}",True,False,0.95,needs_domain_expert_review,True
OV2_000250,P000250,train,core,CORE_B_concrete_rebar_formwork_12,concrete_rebar_formwork,ASK_STATUS,Cột đã được kiểm tra chưa?,Has the column been checked?,core_standard,C0063,medium,"{""concept"": ""C0063""}",True,False,0.95,needs_domain_expert_review,True
OV2_000251,P000251,train,core,CORE_C_concrete_rebar_formwork_12,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với cột.,There is a problem with the column.,core_standard,C0063,medium,"{""concept"": ""C0063""}",True,False,0.95,needs_domain_expert_review,True
OV2_000252,P000252,dev,core,CORE_D_concrete_rebar_formwork_12,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại cột sau khi xử lý.,Recheck the column after corrective action.,core_standard,C0063,medium,"{""concept"": ""C0063""}",True,False,0.95,needs_domain_expert_review,False
OV2_000253,P000253,test,core,CORE_A_concrete_rebar_formwork_13,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra sàn bê tông trước khi tiếp tục.,Check the concrete slab before continuing.,core_standard,C0064,medium,"{""concept"": ""C0064""}",True,False,0.95,needs_domain_expert_review,False
OV2_000254,P000254,train,core,CORE_B_concrete_rebar_formwork_13,concrete_rebar_formwork,ASK_STATUS,Sàn bê tông đã được kiểm tra chưa?,Has the concrete slab been checked?,core_standard,C0064,medium,"{""concept"": ""C0064""}",True,False,0.95,needs_domain_expert_review,True
OV2_000255,P000255,train,core,CORE_C_concrete_rebar_formwork_13,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với sàn bê tông.,There is a problem with the concrete slab.,core_standard,C0064,medium,"{""concept"": ""C0064""}",True,False,0.95,needs_domain_expert_review,True
OV2_000256,P000256,train,core,CORE_D_concrete_rebar_formwork_13,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại sàn bê tông sau khi xử lý.,Recheck the concrete slab after corrective action.,core_standard,C0064,medium,"{""concept"": ""C0064""}",True,False,0.95,needs_domain_expert_review,True
OV2_000257,P000257,train,core,CORE_A_concrete_rebar_formwork_14,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra móng trước khi tiếp tục.,Check the foundation before continuing.,core_standard,C0065,medium,"{""concept"": ""C0065""}",True,False,0.95,needs_domain_expert_review,True
OV2_000258,P000258,train,core,CORE_B_concrete_rebar_formwork_14,concrete_rebar_formwork,ASK_STATUS,Móng đã được kiểm tra chưa?,Has the foundation been checked?,core_standard,C0065,medium,"{""concept"": ""C0065""}",True,False,0.95,needs_domain_expert_review,True
OV2_000259,P000259,train,core,CORE_C_concrete_rebar_formwork_14,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với móng.,There is a problem with the foundation.,core_standard,C0065,medium,"{""concept"": ""C0065""}",True,False,0.95,needs_domain_expert_review,True
OV2_000260,P000260,train,core,CORE_D_concrete_rebar_formwork_14,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại móng sau khi xử lý.,Recheck the foundation after corrective action.,core_standard,C0065,medium,"{""concept"": ""C0065""}",True,False,0.95,needs_domain_expert_review,True
OV2_000261,P000261,train,core,CORE_A_concrete_rebar_formwork_15,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lớp bê tông bảo vệ trước khi tiếp tục.,Check the concrete cover before continuing.,core_standard,C0066,high,"{""concept"": ""C0066""}",True,False,0.95,needs_domain_expert_review,True
OV2_000262,P000262,train,core,CORE_B_concrete_rebar_formwork_15,concrete_rebar_formwork,ASK_STATUS,Lớp bê tông bảo vệ đã được kiểm tra chưa?,Has the concrete cover been checked?,core_standard,C0066,high,"{""concept"": ""C0066""}",True,False,0.95,needs_domain_expert_review,True
OV2_000263,P000263,train,core,CORE_C_concrete_rebar_formwork_15,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với lớp bê tông bảo vệ.,There is a problem with the concrete cover.,core_standard,C0066,high,"{""concept"": ""C0066""}",True,False,0.95,needs_domain_expert_review,True
OV2_000264,P000264,train,core,CORE_D_concrete_rebar_formwork_15,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại lớp bê tông bảo vệ sau khi xử lý.,Recheck the concrete cover after corrective action.,core_standard,C0066,high,"{""concept"": ""C0066""}",True,False,0.95,needs_domain_expert_review,True
OV2_000265,P000265,train,core,CORE_A_concrete_rebar_formwork_16,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra cao độ đổ bê tông trước khi tiếp tục.,Check the concrete pour elevation before continuing.,core_standard,C0067,high,"{""concept"": ""C0067""}",True,False,0.95,needs_domain_expert_review,True
OV2_000266,P000266,train,core,CORE_B_concrete_rebar_formwork_16,concrete_rebar_formwork,ASK_STATUS,Cao độ đổ bê tông đã được kiểm tra chưa?,Has the concrete pour elevation been checked?,core_standard,C0067,high,"{""concept"": ""C0067""}",True,False,0.95,needs_domain_expert_review,True
OV2_000267,P000267,train,core,CORE_C_concrete_rebar_formwork_16,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với cao độ đổ bê tông.,There is a problem with the concrete pour elevation.,core_standard,C0067,high,"{""concept"": ""C0067""}",True,False,0.95,needs_domain_expert_review,True
OV2_000268,P000268,dev,core,CORE_D_concrete_rebar_formwork_16,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại cao độ đổ bê tông sau khi xử lý.,Recheck the concrete pour elevation after corrective action.,core_standard,C0067,high,"{""concept"": ""C0067""}",True,False,0.95,needs_domain_expert_review,False
OV2_000269,P000269,dev,core,CORE_A_concrete_rebar_formwork_00,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra mạch ngừng trước khi tiếp tục.,Check the construction joint before continuing.,core_standard,C0068,high,"{""concept"": ""C0068""}",True,False,0.95,needs_domain_expert_review,False
OV2_000270,P000270,train,core,CORE_B_concrete_rebar_formwork_00,concrete_rebar_formwork,ASK_STATUS,Mạch ngừng đã được kiểm tra chưa?,Has the construction joint been checked?,core_standard,C0068,high,"{""concept"": ""C0068""}",True,False,0.95,needs_domain_expert_review,True
OV2_000271,P000271,test,core,CORE_C_concrete_rebar_formwork_00,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với mạch ngừng.,There is a problem with the construction joint.,core_standard,C0068,high,"{""concept"": ""C0068""}",True,False,0.95,needs_domain_expert_review,False
OV2_000272,P000272,dev,core,CORE_D_concrete_rebar_formwork_00,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại mạch ngừng sau khi xử lý.,Recheck the construction joint after corrective action.,core_standard,C0068,high,"{""concept"": ""C0068""}",True,False,0.95,needs_domain_expert_review,False
OV2_000273,P000273,train,core,CORE_A_concrete_rebar_formwork_01,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra máy đầm dùi trước khi tiếp tục.,Check the concrete vibrator before continuing.,core_standard,C0069,medium,"{""concept"": ""C0069""}",True,False,0.95,needs_domain_expert_review,True
OV2_000274,P000274,train,core,CORE_B_concrete_rebar_formwork_01,concrete_rebar_formwork,ASK_STATUS,Máy đầm dùi đã được kiểm tra chưa?,Has the concrete vibrator been checked?,core_standard,C0069,medium,"{""concept"": ""C0069""}",True,False,0.95,needs_domain_expert_review,True
OV2_000275,P000275,train,core,CORE_C_concrete_rebar_formwork_01,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với máy đầm dùi.,There is a problem with the concrete vibrator.,core_standard,C0069,medium,"{""concept"": ""C0069""}",True,False,0.95,needs_domain_expert_review,True
OV2_000276,P000276,train,core,CORE_D_concrete_rebar_formwork_01,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại máy đầm dùi sau khi xử lý.,Recheck the concrete vibrator after corrective action.,core_standard,C0069,medium,"{""concept"": ""C0069""}",True,False,0.95,needs_domain_expert_review,True
OV2_000277,P000277,train,core,CORE_A_concrete_rebar_formwork_02,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra máy bơm bê tông trước khi tiếp tục.,Check the concrete pump before continuing.,core_standard,C0070,high,"{""concept"": ""C0070""}",True,False,0.95,needs_domain_expert_review,True
OV2_000278,P000278,train,core,CORE_B_concrete_rebar_formwork_02,concrete_rebar_formwork,ASK_STATUS,Máy bơm bê tông đã được kiểm tra chưa?,Has the concrete pump been checked?,core_standard,C0070,high,"{""concept"": ""C0070""}",True,False,0.95,needs_domain_expert_review,True
OV2_000279,P000279,train,core,CORE_C_concrete_rebar_formwork_02,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với máy bơm bê tông.,There is a problem with the concrete pump.,core_standard,C0070,high,"{""concept"": ""C0070""}",True,False,0.95,needs_domain_expert_review,True
OV2_000280,P000280,train,core,CORE_D_concrete_rebar_formwork_02,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại máy bơm bê tông sau khi xử lý.,Recheck the concrete pump after corrective action.,core_standard,C0070,high,"{""concept"": ""C0070""}",True,False,0.95,needs_domain_expert_review,True
OV2_000281,P000281,test,core,CORE_A_concrete_rebar_formwork_03,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra ống bơm bê tông trước khi tiếp tục.,Check the concrete delivery hose before continuing.,core_standard,C0071,high,"{""concept"": ""C0071""}",True,False,0.95,needs_domain_expert_review,False
OV2_000282,P000282,train,core,CORE_B_concrete_rebar_formwork_03,concrete_rebar_formwork,ASK_STATUS,Ống bơm bê tông đã được kiểm tra chưa?,Has the concrete delivery hose been checked?,core_standard,C0071,high,"{""concept"": ""C0071""}",True,False,0.95,needs_domain_expert_review,True
OV2_000283,P000283,train,core,CORE_C_concrete_rebar_formwork_03,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với ống bơm bê tông.,There is a problem with the concrete delivery hose.,core_standard,C0071,high,"{""concept"": ""C0071""}",True,False,0.95,needs_domain_expert_review,True
OV2_000284,P000284,train,core,CORE_D_concrete_rebar_formwork_03,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại ống bơm bê tông sau khi xử lý.,Recheck the concrete delivery hose after corrective action.,core_standard,C0071,high,"{""concept"": ""C0071""}",True,False,0.95,needs_domain_expert_review,True
OV2_000285,P000285,test,core,CORE_A_concrete_rebar_formwork_04,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra con kê bê tông trước khi tiếp tục.,Check the rebar spacer before continuing.,core_standard,C0072,medium,"{""concept"": ""C0072""}",True,False,0.95,needs_domain_expert_review,False
OV2_000286,P000286,train,core,CORE_B_concrete_rebar_formwork_04,concrete_rebar_formwork,ASK_STATUS,Con kê bê tông đã được kiểm tra chưa?,Has the rebar spacer been checked?,core_standard,C0072,medium,"{""concept"": ""C0072""}",True,False,0.95,needs_domain_expert_review,True
OV2_000287,P000287,train,core,CORE_C_concrete_rebar_formwork_04,concrete_rebar_formwork,REPORT_PROBLEM,Có vấn đề với con kê bê tông.,There is a problem with the rebar spacer.,core_standard,C0072,medium,"{""concept"": ""C0072""}",True,False,0.95,needs_domain_expert_review,True
OV2_000288,P000288,train,core,CORE_D_concrete_rebar_formwork_04,concrete_rebar_formwork,REQUEST_INSPECTION,Kiểm tra lại con kê bê tông sau khi xử lý.,Recheck the rebar spacer after corrective action.,core_standard,C0072,medium,"{""concept"": ""C0072""}",True,False,0.95,needs_domain_expert_review,True
OV2_000289,P000289,test,core,CORE_A_lifting_rigging_05,lifting_rigging,REQUEST_INSPECTION,Kiểm tra cần cẩu trước khi tiếp tục.,Check the crane before continuing.,core_standard,C0073,critical,"{""concept"": ""C0073""}",True,False,0.95,needs_domain_expert_review,False
OV2_000290,P000290,train,core,CORE_B_lifting_rigging_05,lifting_rigging,ASK_STATUS,Cần cẩu đã được kiểm tra chưa?,Has the crane been checked?,core_standard,C0073,critical,"{""concept"": ""C0073""}",True,False,0.95,needs_domain_expert_review,True
OV2_000291,P000291,train,core,CORE_C_lifting_rigging_05,lifting_rigging,REPORT_PROBLEM,Có vấn đề với cần cẩu.,There is a problem with the crane.,core_standard,C0073,critical,"{""concept"": ""C0073""}",True,False,0.95,needs_domain_expert_review,True
OV2_000292,P000292,train,core,CORE_D_lifting_rigging_05,lifting_rigging,REQUEST_INSPECTION,Kiểm tra lại cần cẩu sau khi xử lý.,Recheck the crane after corrective action.,core_standard,C0073,critical,"{""concept"": ""C0073""}",True,False,0.95,needs_domain_expert_review,True
OV2_000293,P000293,train,core,CORE_A_lifting_rigging_06,lifting_rigging,REQUEST_INSPECTION,Kiểm tra cần chính trước khi tiếp tục.,Check the boom before continuing.,core_standard,C0074,critical,"{""concept"": ""C0074""}",True,False,0.95,needs_domain_expert_review,True
OV2_000294,P000294,train,core,CORE_B_lifting_rigging_06,lifting_rigging,ASK_STATUS,Cần chính đã được kiểm tra chưa?,Has the boom been checked?,core_standard,C0074,critical,"{""concept"": ""C0074""}",True,False,0.95,needs_domain_expert_review,True
OV2_000295,P000295,train,core,CORE_C_lifting_rigging_06,lifting_rigging,REPORT_PROBLEM,Có vấn đề với cần chính.,There is a problem with the boom.,core_standard,C0074,critical,"{""concept"": ""C0074""}",True,False,0.95,needs_domain_expert_review,True
OV2_000296,P000296,train,core,CORE_D_lifting_rigging_06,lifting_rigging,REQUEST_INSPECTION,Kiểm tra lại cần chính sau khi xử lý.,Recheck the boom after corrective action.,core_standard,C0074,critical,"{""concept"": ""C0074""}",True,False,0.95,needs_domain_expert_review,True
OV2_000297,P000297,train,core,CORE_A_lifting_rigging_07,lifting_rigging,REQUEST_INSPECTION,Kiểm tra móc cẩu trước khi tiếp tục.,Check the lifting hook before continuing.,core_standard,C0075,critical,"{""concept"": ""C0075""}",True,False,0.95,needs_domain_expert_review,True
OV2_000298,P000298,train,core,CORE_B_lifting_rigging_07,lifting_rigging,ASK_STATUS,Móc cẩu đã được kiểm tra chưa?,Has the lifting hook been checked?,core_standard,C0075,critical,"{""concept"": ""C0075""}",True,False,0.95,needs_domain_expert_review,True
OV2_000299,P000299,train,core,CORE_C_lifting_rigging_07,lifting_rigging,REPORT_PROBLEM,Có vấn đề với móc cẩu.,There is a problem with the lifting hook.,core_standard,C0075,critical,"{""concept"": ""C0075""}",True,False,0.95,needs_domain_expert_review,True
OV2_000300,P000300,train,core,CORE_D_lifting_rigging_07,lifting_rigging,REQUEST_INSPECTION,Kiểm tra lại móc cẩu sau khi xử lý.,Recheck the lifting hook after corrective action.,core_standard,C0075,critical,"{""concept"": ""C0075""}",True,False,0.95,needs_domain_expert_review,True
OV2_000301,P000301,train,core,CORE_A_lifting_rigging_08,lifting_rigging,REQUEST_INSPECTION,Kiểm tra dây cẩu trước khi tiếp tục.,Check the lifting sling before continuing.,core_standard,C0076,critical,"{""concept"": ""C0076""}",True,False,0.95,needs_domain_expert_review,True
