canonical_id,domain,surface_form,surface_type,normalized_vi,synthetic,review_status
C0159,welding_hotwork,cắt gió đá,alias_or_site_slang,cắt oxy-gas,True,needs_site_review
C0160,welding_hotwork,ống dẫn khí,standard,ống dẫn khí,True,needs_domain_expert_review
C0160,welding_hotwork,dây hơi,alias_or_site_slang,ống dẫn khí,True,needs_site_review
C0161,welding_hotwork,van bình khí,standard,van bình khí,True,needs_domain_expert_review
C0161,welding_hotwork,van bình,alias_or_site_slang,van bình khí,True,needs_site_review
C0162,welding_hotwork,tấm chắn hàn,standard,tấm chắn hàn,True,needs_domain_expert_review
C0162,welding_hotwork,màn chắn hàn,alias_or_site_slang,tấm chắn hàn,True,needs_site_review
C0163,piping_plumbing,ống cấp nước,standard,ống cấp nước,True,needs_domain_expert_review
C0163,piping_plumbing,ống nước,alias_or_site_slang,ống cấp nước,True,needs_site_review
C0164,piping_plumbing,ống thoát nước,standard,ống thoát nước,True,needs_domain_expert_review
C0164,piping_plumbing,ống thoát,alias_or_site_slang,ống thoát nước,True,needs_site_review
C0165,piping_plumbing,ống PPR,standard,ống PPR,True,needs_domain_expert_review
C0166,piping_plumbing,ống thép mạ kẽm,standard,ống thép mạ kẽm,True,needs_domain_expert_review
C0166,piping_plumbing,ống GI,alias_or_site_slang,ống thép mạ kẽm,True,needs_site_review
C0167,piping_plumbing,van bi,standard,van bi,True,needs_domain_expert_review
C0168,piping_plumbing,van cổng,standard,van cổng,True,needs_domain_expert_review
C0169,piping_plumbing,van một chiều,standard,van một chiều,True,needs_domain_expert_review
C0169,piping_plumbing,van 1 chiều,alias_or_site_slang,van một chiều,True,needs_site_review
C0170,piping_plumbing,cút 90 độ,standard,cút 90 độ,True,needs_domain_expert_review
C0170,piping_plumbing,co 90,alias_or_site_slang,cút 90 độ,True,needs_site_review
C0171,piping_plumbing,tê ống,standard,tê ống,True,needs_domain_expert_review
C0171,piping_plumbing,tê,alias_or_site_slang,tê ống,True,needs_site_review
C0172,piping_plumbing,măng sông,standard,măng sông,True,needs_domain_expert_review
C0172,piping_plumbing,nối ống thẳng,alias_or_site_slang,măng sông,True,needs_site_review
C0173,piping_plumbing,đồng hồ áp suất,standard,đồng hồ áp suất,True,needs_domain_expert_review
C0173,piping_plumbing,đồng hồ áp,alias_or_site_slang,đồng hồ áp suất,True,needs_site_review
C0174,piping_plumbing,rò nước,standard,rò nước,True,needs_domain_expert_review
C0174,piping_plumbing,xì nước,alias_or_site_slang,rò nước,True,needs_site_review
C0175,piping_plumbing,rò khí,standard,rò khí,True,needs_domain_expert_review
C0175,piping_plumbing,xì gas,alias_or_site_slang,rò khí,True,needs_site_review
C0175,piping_plumbing,xì khí,alias_or_site_slang,rò khí,True,needs_site_review
C0176,piping_plumbing,bơm tăng áp,standard,bơm tăng áp,True,needs_domain_expert_review
C0177,piping_plumbing,bơm chìm,standard,bơm chìm,True,needs_domain_expert_review
C0178,piping_plumbing,giá đỡ ống,standard,giá đỡ ống,True,needs_domain_expert_review
C0178,piping_plumbing,support ống,alias_or_site_slang,giá đỡ ống,True,needs_site_review
C0179,piping_plumbing,độ dốc ống,standard,độ dốc ống,True,needs_domain_expert_review
C0179,piping_plumbing,slope ống,alias_or_site_slang,độ dốc ống,True,needs_site_review
C0180,piping_plumbing,thử áp,standard,thử áp,True,needs_domain_expert_review
C0180,piping_plumbing,test áp,alias_or_site_slang,thử áp,True,needs_site_review
C0181,material_logistics,xi măng,standard,xi măng,True,needs_domain_expert_review
C0182,material_logistics,cát,standard,cát,True,needs_domain_expert_review
C0183,material_logistics,đá dăm,standard,đá dăm,True,needs_domain_expert_review
C0183,material_logistics,đá 1x2,alias_or_site_slang,đá dăm,True,needs_site_review
C0184,material_logistics,gạch,standard,gạch,True,needs_domain_expert_review
C0185,material_logistics,ván ép,standard,ván ép,True,needs_domain_expert_review
C0185,material_logistics,ván plywood,alias_or_site_slang,ván ép,True,needs_site_review
C0186,material_logistics,thép hình,standard,thép hình,True,needs_domain_expert_review
C0186,material_logistics,thép H,alias_or_site_slang,thép hình,True,needs_site_review
C0186,material_logistics,thép I,alias_or_site_slang,thép hình,True,needs_site_review
C0187,material_logistics,pallet,standard,pallet,True,needs_domain_expert_review
C0187,material_logistics,pa-lét,alias_or_site_slang,pallet,True,needs_site_review
C0188,material_logistics,kho vật tư,standard,kho vật tư,True,needs_domain_expert_review
C0188,material_logistics,kho,alias_or_site_slang,kho vật tư,True,needs_site_review
C0189,material_logistics,bãi tập kết,standard,bãi tập kết,True,needs_domain_expert_review
C0189,material_logistics,bãi vật tư,alias_or_site_slang,bãi tập kết,True,needs_site_review
C0190,material_logistics,lối đi bộ,standard,lối đi bộ,True,needs_domain_expert_review
C0190,material_logistics,lối người đi,alias_or_site_slang,lối đi bộ,True,needs_site_review
C0191,material_logistics,lối xe chạy,standard,lối xe chạy,True,needs_domain_expert_review
C0191,material_logistics,đường xe chạy,alias_or_site_slang,lối xe chạy,True,needs_site_review
C0192,material_logistics,container kho,standard,container kho,True,needs_domain_expert_review
C0192,material_logistics,container vật tư,alias_or_site_slang,container kho,True,needs_site_review
C0193,material_logistics,phiếu xuất kho,standard,phiếu xuất kho,True,needs_domain_expert_review
C0193,material_logistics,phiếu xuất,alias_or_site_slang,phiếu xuất kho,True,needs_site_review
C0194,material_logistics,mã vật tư,standard,mã vật tư,True,needs_domain_expert_review
C0194,material_logistics,part number,alias_or_site_slang,mã vật tư,True,needs_site_review
C0194,material_logistics,mã hàng,alias_or_site_slang,mã vật tư,True,needs_site_review
C0195,material_logistics,số lượng,standard,số lượng,True,needs_domain_expert_review
C0195,material_logistics,qty,alias_or_site_slang,số lượng,True,needs_site_review
C0196,material_logistics,khối lượng,standard,khối lượng,True,needs_domain_expert_review
C0196,material_logistics,trọng lượng,alias_or_site_slang,khối lượng,True,needs_site_review
C0197,material_logistics,kiện hàng,standard,kiện hàng,True,needs_domain_expert_review
C0197,material_logistics,kiện,alias_or_site_slang,kiện hàng,True,needs_site_review
C0198,material_logistics,dây chằng hàng,standard,dây chằng hàng,True,needs_domain_expert_review
C0198,material_logistics,dây chằng,alias_or_site_slang,dây chằng hàng,True,needs_site_review
C0199,survey_measurement,cao độ,standard,cao độ,True,needs_domain_expert_review
C0199,survey_measurement,level,alias_or_site_slang,cao độ,True,needs_site_review
C0200,survey_measurement,tim trục,standard,tim trục,True,needs_domain_expert_review
C0200,survey_measurement,tim,alias_or_site_slang,tim trục,True,needs_site_review
C0200,survey_measurement,trục định vị,alias_or_site_slang,tim trục,True,needs_site_review
C0201,survey_measurement,mốc chuẩn,standard,mốc chuẩn,True,needs_domain_expert_review
C0201,survey_measurement,mốc cao độ,alias_or_site_slang,mốc chuẩn,True,needs_site_review
C0202,survey_measurement,máy toàn đạc,standard,máy toàn đạc,True,needs_domain_expert_review
C0202,survey_measurement,total station,alias_or_site_slang,máy toàn đạc,True,needs_site_review
C0203,survey_measurement,máy thủy bình,standard,máy thủy bình,True,needs_domain_expert_review
C0203,survey_measurement,máy level,alias_or_site_slang,máy thủy bình,True,needs_site_review
C0204,survey_measurement,mia thủy chuẩn,standard,mia thủy chuẩn,True,needs_domain_expert_review
C0204,survey_measurement,mia,alias_or_site_slang,mia thủy chuẩn,True,needs_site_review
C0205,survey_measurement,thước thép,standard,thước thép,True,needs_domain_expert_review
C0205,survey_measurement,thước cuộn,alias_or_site_slang,thước thép,True,needs_site_review
C0206,survey_measurement,thước laser,standard,thước laser,True,needs_domain_expert_review
C0206,survey_measurement,máy đo laser,alias_or_site_slang,thước laser,True,needs_site_review
C0207,survey_measurement,độ thẳng đứng,standard,độ thẳng đứng,True,needs_domain_expert_review
C0207,survey_measurement,độ đứng,alias_or_site_slang,độ thẳng đứng,True,needs_site_review
C0208,survey_measurement,độ phẳng,standard,độ phẳng,True,needs_domain_expert_review
C0209,survey_measurement,khoảng cách,standard,khoảng cách,True,needs_domain_expert_review
C0210,survey_measurement,chiều dài,standard,chiều dài,True,needs_domain_expert_review
C0211,survey_measurement,chiều rộng,standard,chiều rộng,True,needs_domain_expert_review
C0212,survey_measurement,chiều cao,standard,chiều cao,True,needs_domain_expert_review
C0213,survey_measurement,góc,standard,góc,True,needs_domain_expert_review
C0214,survey_measurement,đường kính,standard,đường kính,True,needs_domain_expert_review
C0214,survey_measurement,phi,alias_or_site_slang,đường kính,True,needs_site_review
C0214,survey_measurement,Ø,alias_or_site_slang,đường kính,True,needs_site_review
C0215,survey_measurement,sai số,standard,sai số,True,needs_domain_expert_review
C0215,survey_measurement,dung sai,alias_or_site_slang,sai số,True,needs_site_review
C0216,survey_measurement,tọa độ,standard,tọa độ,True,needs_domain_expert_review
